satisfaction_level,last_evaluation,number_of_projects,average_monthly_hours,years_with_company,involved_in_accident,left_company,promoted_last_5_years,department,salary_level
9.0,96.0,6,245,4,0,1,0,IT,low
20.0,56.00000000000001,5,181,6,0,0,0,accounting,medium
99.0,75.0,4,163,2,0,0,0,sales,low
98.0,74.0,4,260,2,1,0,0,marketing,low
55.00000000000001,55.00000000000001,4,257,3,0,0,0,product_mng,low
72.0,57.99999999999999,5,147,3,1,0,0,sales,medium
62.0,70.0,4,141,4,0,0,0,support,medium
79.0,60.0,4,161,3,0,0,0,technical,high
27.0,42.0,6,173,7,0,0,0,sales,medium
53.0,83.0,3,267,4,0,0,0,technical,medium
82.0,89.0,4,239,2,0,0,0,product_mng,medium
78.0,50.0,3,167,2,0,0,0,sales,low
37.0,90.0,3,229,6,0,0,0,RandD,medium
43.0,51.0,5,168,4,0,0,0,product_mng,medium
9.0,97.0,7,254,4,1,1,0,RandD,medium
52.0,59.0,3,164,3,0,0,0,technical,medium
90.0,98.0,5,245,5,0,1,0,IT,low
74.0,99.0,2,277,3,0,1,0,IT,medium
10.0,94.0,6,285,4,0,1,0,support,medium
77.0,87.0,4,242,6,0,1,0,sales,low
75.0,95.0,4,177,3,0,0,0,accounting,low
82.0,81.0,4,233,4,1,1,0,support,low
26.0,46.0,2,242,3,0,1,0,technical,low
83.0,95.0,5,221,5,0,1,0,technical,medium
57.99999999999999,87.0,3,268,2,0,0,0,sales,low
18.0,75.0,3,250,3,0,0,0,technical,medium
26.0,63.0,6,100,4,0,0,0,sales,medium
56.99999999999999,55.00000000000001,4,177,8,0,0,0,sales,low
83.0,91.0,3,155,3,0,0,0,RandD,low
83.0,96.0,5,275,5,0,1,0,support,low
56.99999999999999,70.0,3,248,2,0,0,0,technical,medium
74.0,96.0,5,222,2,0,0,0,support,high
83.0,68.0,4,273,2,0,0,0,sales,low
44.0,54.0,2,149,3,0,1,0,hr,low
45.0,49.0,2,134,3,0,1,0,RandD,medium
9.0,86.0,6,279,4,0,1,0,sales,low
95.0,84.0,3,270,3,1,0,1,sales,medium
76.0,98.0,2,235,3,0,0,0,management,high
70.0,73.0,4,182,3,0,0,0,IT,medium
57.99999999999999,80.0,4,113,3,0,0,0,IT,medium
78.0,93.0,3,200,3,0,0,0,RandD,low
59.0,75.0,2,273,2,0,0,0,IT,high
63.0,70.0,5,160,3,0,0,0,management,high
79.0,86.0,3,126,5,0,0,0,support,low
10.0,91.0,6,246,4,0,1,0,hr,medium
81.0,83.0,3,193,3,0,0,0,technical,medium
98.0,56.00000000000001,3,187,3,0,0,0,RandD,medium
81.0,69.0,5,134,2,0,0,0,sales,medium
59.0,65.0,5,161,2,0,0,0,support,medium
54.0,53.0,4,158,2,0,0,0,technical,medium
91.0,77.0,4,239,2,0,0,0,technical,medium
9.0,94.0,6,283,5,0,1,0,IT,low
63.0,64.0,5,189,4,0,0,0,sales,high
72.0,79.0,3,221,3,0,0,0,product_mng,high
76.0,89.0,3,273,2,1,0,0,sales,medium
56.00000000000001,73.0,4,226,2,0,0,0,sales,low
63.0,91.0,4,246,3,0,0,0,technical,medium
57.99999999999999,76.0,4,197,5,0,0,0,sales,low
59.0,66.0,3,186,3,0,0,0,sales,medium
33.0,41.0,2,198,4,0,0,0,technical,medium
45.0,53.0,2,129,3,0,1,0,technical,high
88.0,100.0,5,226,6,0,1,0,marketing,low
56.99999999999999,83.0,5,189,3,0,0,0,support,low
96.0,60.0,3,160,10,0,0,0,support,medium
38.0,47.0,2,144,3,0,1,0,support,low
63.0,93.0,4,238,4,0,0,0,sales,medium
10.0,83.0,7,276,4,0,1,0,accounting,low
93.0,96.0,3,268,4,0,0,0,technical,low
53.0,85.0,5,161,2,0,0,0,technical,medium
39.0,87.0,5,257,5,1,0,0,IT,medium
91.0,50.0,3,276,4,0,0,0,support,low
40.0,55.00000000000001,2,159,3,0,1,0,sales,low
54.0,56.00000000000001,4,227,3,0,0,0,sales,low
44.0,50.0,2,135,3,0,1,0,sales,low
38.0,47.0,2,143,3,0,1,0,technical,low
89.0,55.00000000000001,4,159,2,0,0,0,sales,medium
77.0,84.0,3,188,4,0,0,0,sales,medium
51.0,75.0,3,133,3,0,0,0,sales,medium
53.0,54.0,4,257,3,1,0,0,marketing,low
89.0,74.0,4,174,2,0,0,0,hr,low
54.0,88.0,4,170,4,0,0,0,RandD,low
91.0,87.0,4,235,5,0,1,0,technical,low
67.0,56.00000000000001,4,241,3,0,0,0,technical,low
52.0,74.0,3,238,3,0,0,0,RandD,medium
61.0,96.0,3,247,3,0,0,0,support,low
37.0,49.0,2,151,3,0,1,0,technical,high
50.0,91.0,4,148,2,0,0,0,technical,medium
56.99999999999999,72.0,4,214,2,1,0,0,sales,low
95.0,67.0,3,183,3,0,0,0,support,medium
45.0,47.0,2,151,3,0,1,0,accounting,medium
21.0,37.0,6,266,3,0,0,1,hr,medium
65.0,60.0,4,200,4,0,0,0,RandD,low
53.0,97.0,4,249,3,0,0,0,sales,medium
47.0,43.0,4,246,3,0,0,0,support,low
92.0,54.0,5,203,3,0,0,0,IT,medium
72.0,56.99999999999999,2,248,2,0,0,0,technical,low
100.0,63.0,5,171,3,0,0,0,technical,medium
75.0,78.0,2,259,3,0,0,0,product_mng,low
85.0,67.0,3,167,4,0,0,0,RandD,medium
13.0,78.0,6,152,2,0,1,0,support,low
56.99999999999999,99.0,4,222,2,0,0,0,support,medium
86.0,61.0,4,181,4,0,0,0,technical,low
99.0,72.0,3,163,3,0,0,0,sales,medium
95.0,66.0,4,168,2,0,0,0,sales,medium
90.0,92.0,4,271,5,0,1,0,IT,medium
78.0,59.0,4,180,3,0,0,0,sales,low
81.0,70.0,6,161,4,0,1,0,IT,medium
43.0,47.0,2,128,3,0,1,0,technical,medium
83.0,61.0,4,262,4,0,0,0,accounting,low
9.0,93.0,6,296,4,0,1,0,technical,medium
38.0,50.0,2,144,3,0,1,0,IT,medium
59.0,75.0,3,106,2,0,0,0,accounting,low
16.0,93.0,5,210,7,0,0,1,management,medium
64.0,52.0,4,271,2,1,0,0,hr,medium
63.0,61.0,5,186,10,0,0,0,technical,low
46.0,49.0,2,148,3,0,1,0,sales,low
40.0,48.0,2,137,3,0,1,0,sales,medium
87.0,100.0,5,261,5,1,1,0,technical,medium
56.99999999999999,55.00000000000001,2,173,2,0,0,0,RandD,low
83.0,84.0,3,267,3,0,0,0,product_mng,high
11.0,90.0,6,301,4,0,1,0,technical,low
16.0,56.00000000000001,6,196,3,0,0,0,technical,medium
78.0,81.0,4,232,3,0,0,0,sales,medium
99.0,94.0,3,244,3,0,0,0,IT,high
69.0,91.0,6,247,6,0,0,0,RandD,medium
53.0,63.0,4,259,2,0,0,0,sales,medium
59.0,90.0,3,146,3,0,0,0,RandD,medium
84.0,53.0,4,206,3,0,0,0,technical,medium
68.0,65.0,3,183,4,0,0,0,support,low
39.0,38.0,4,135,2,0,0,0,product_mng,high
94.0,87.0,4,240,3,0,0,0,product_mng,low
51.0,62.0,2,186,2,0,0,0,sales,low
93.0,57.99999999999999,4,222,2,0,0,0,RandD,medium
65.0,85.0,4,201,10,0,0,0,support,low
93.0,50.0,5,272,3,0,0,0,sales,low
57.99999999999999,86.0,5,271,3,0,0,0,IT,low
43.0,56.00000000000001,2,136,3,0,1,0,sales,low
66.0,99.0,4,263,2,0,0,0,support,low
57.99999999999999,78.0,3,223,3,0,0,0,management,low
45.0,51.0,2,147,3,0,1,0,sales,low
77.0,55.00000000000001,3,225,3,0,0,0,sales,medium
72.0,53.0,5,244,4,0,0,0,sales,medium
75.0,85.0,4,272,4,0,0,0,technical,high
39.0,50.0,2,142,3,0,1,0,hr,medium
54.0,51.0,2,176,3,0,0,0,support,high
96.0,100.0,5,162,3,0,0,0,accounting,low
90.0,92.0,3,139,3,0,0,0,technical,low
40.0,100.0,6,206,2,0,0,0,sales,low
80.0,79.0,4,168,3,0,0,0,management,low
68.0,90.0,2,133,4,0,0,0,RandD,low
38.0,52.0,2,153,3,0,1,0,support,low
99.0,68.0,4,190,3,0,0,0,technical,low
81.0,53.0,3,148,3,0,0,0,technical,low
74.0,99.0,5,263,5,0,1,0,RandD,low
44.0,51.0,2,146,3,0,1,0,marketing,medium
86.0,87.0,3,268,2,0,0,0,sales,high
80.0,97.0,4,232,2,0,0,0,management,low
19.0,86.0,4,198,6,0,0,0,accounting,medium
62.0,73.0,3,138,3,0,0,0,RandD,medium
84.0,95.0,5,199,3,0,0,0,accounting,high
46.0,49.0,2,148,3,0,1,0,sales,low
92.0,68.0,4,178,3,0,0,0,product_mng,low
71.0,67.0,3,264,3,0,0,0,IT,medium
69.0,74.0,5,227,2,0,0,0,technical,medium
69.0,54.0,4,180,3,0,0,0,marketing,medium
37.0,45.0,2,131,3,0,1,0,sales,low
51.0,43.0,3,204,4,0,0,0,product_mng,medium
98.0,99.0,4,261,10,1,0,0,sales,low
65.0,65.0,5,180,2,0,0,0,marketing,low
51.0,93.0,5,232,3,0,0,0,support,medium
51.0,79.0,5,222,2,0,0,0,technical,low
39.0,89.0,3,188,5,0,0,0,support,low
55.00000000000001,75.0,4,166,2,0,0,0,sales,low
43.0,55.00000000000001,2,159,3,0,1,0,RandD,low
87.0,90.0,5,258,5,0,1,0,support,low
27.0,42.0,6,173,7,0,0,0,sales,medium
20.0,90.0,5,228,6,0,0,0,sales,medium
43.0,53.0,2,157,3,0,1,0,RandD,low
45.0,50.0,2,157,3,0,1,0,marketing,medium
77.0,75.0,3,170,7,0,0,0,sales,low
93.0,81.0,3,143,3,0,0,0,support,low
27.0,59.0,5,226,5,0,0,0,sales,low
20.0,60.0,5,261,8,0,0,0,sales,medium
55.00000000000001,48.0,3,162,3,0,0,1,management,high
47.0,49.0,2,112,3,1,0,0,support,medium
43.0,56.99999999999999,2,135,3,0,1,0,support,low
89.0,100.0,4,260,5,0,1,0,RandD,low
73.0,91.0,4,247,5,0,1,0,support,medium
63.0,49.0,3,252,3,0,0,0,sales,medium
95.0,74.0,5,243,6,0,0,0,management,medium
62.0,49.0,4,174,3,0,0,0,technical,medium
54.0,84.0,4,174,2,0,0,0,sales,medium
56.99999999999999,69.0,3,154,2,0,0,0,RandD,low
40.0,56.00000000000001,2,130,3,1,1,0,sales,medium
76.0,65.0,3,220,3,0,0,0,sales,low
79.0,97.0,3,271,2,0,0,0,hr,medium
68.0,80.0,2,254,2,1,0,0,sales,low
60.0,60.0,3,258,3,0,0,0,sales,low
80.0,96.0,5,124,3,0,0,0,sales,low
57.99999999999999,70.0,5,151,4,0,0,0,marketing,medium
46.0,54.0,2,144,3,0,1,0,sales,low
87.0,52.0,3,152,4,0,0,0,technical,low
57.99999999999999,61.0,3,205,2,0,0,0,technical,medium
50.0,83.0,5,258,2,0,0,0,IT,low
49.0,79.0,4,158,3,0,0,0,support,high
90.0,97.0,3,141,3,0,0,0,sales,low
71.0,65.0,4,263,2,1,0,1,technical,medium
9.0,83.0,6,250,4,0,1,0,sales,medium
27.0,76.0,4,108,10,0,0,0,sales,medium
41.0,52.0,2,127,3,1,1,0,support,low
92.0,54.0,3,246,3,0,0,0,RandD,medium
77.0,79.0,3,273,2,0,0,0,technical,medium
57.99999999999999,60.0,4,147,3,0,0,0,technical,medium
11.0,81.0,5,287,4,0,1,0,sales,low
42.0,54.0,2,159,3,0,1,0,sales,medium
98.0,88.0,5,232,3,0,0,0,marketing,low
80.0,52.0,3,253,2,1,0,0,sales,low
94.0,69.0,3,164,2,0,0,0,IT,low
39.0,48.0,2,160,3,0,1,0,sales,low
43.0,50.0,2,135,3,0,1,0,product_mng,medium
24.0,46.0,7,224,5,0,1,0,accounting,medium
83.0,98.0,4,259,5,0,1,0,support,medium
45.0,47.0,2,135,3,0,1,0,RandD,medium
66.0,65.0,3,234,2,0,0,0,marketing,medium
60.0,80.0,4,146,2,0,0,0,product_mng,medium
27.0,82.0,4,276,2,0,0,0,IT,medium
98.0,56.99999999999999,5,141,3,0,0,1,sales,high
9.0,90.0,7,289,4,0,1,0,product_mng,low
63.0,74.0,4,234,3,0,0,0,support,low
81.0,92.0,5,255,4,1,0,0,technical,low
85.0,64.0,4,147,3,0,0,0,support,low
12.0,70.0,4,276,4,0,0,0,sales,low
99.0,86.0,3,166,2,0,0,0,support,low
88.0,53.0,3,218,4,0,0,0,sales,low
86.0,91.0,4,253,3,0,0,0,IT,low
9.0,93.0,6,273,5,0,1,0,sales,low
74.0,89.0,5,259,5,0,1,0,RandD,low
85.0,49.0,4,139,2,0,0,0,sales,medium
24.0,81.0,6,263,7,0,0,0,management,high
30.0,71.0,3,155,2,0,0,0,sales,low
88.0,51.0,5,195,4,0,0,0,IT,low
26.0,99.0,5,184,5,0,0,0,hr,low
38.0,51.0,2,146,3,0,1,0,IT,medium
85.0,98.0,5,156,2,0,0,0,RandD,low
15.0,39.0,5,229,4,0,0,0,sales,low
90.0,82.0,5,259,5,0,1,0,support,low
73.0,69.0,4,161,3,0,0,0,IT,low
74.0,97.0,4,228,5,0,1,0,hr,low
80.0,83.0,4,183,2,1,0,1,support,low
32.0,77.0,6,112,4,0,0,0,IT,medium
14.000000000000002,73.0,7,282,5,0,1,0,technical,low
11.0,88.0,7,272,4,0,1,0,sales,medium
54.0,50.0,4,146,2,0,0,0,support,medium
98.0,98.0,4,170,10,0,0,0,IT,medium
24.0,46.0,7,224,5,0,1,0,accounting,medium
69.0,51.0,3,257,3,1,0,0,IT,low
77.0,59.0,5,189,5,0,0,0,technical,low
73.0,100.0,5,253,6,0,1,0,support,low
73.0,60.0,4,222,3,0,0,0,technical,medium
82.0,74.0,3,229,7,0,0,1,management,high
82.0,98.0,5,234,5,0,1,0,marketing,medium
43.0,46.0,2,156,3,0,1,0,technical,low
77.0,87.0,5,257,2,0,0,0,product_mng,medium
50.0,100.0,5,264,8,0,0,1,accounting,high
81.0,62.0,4,197,3,0,0,0,hr,low
11.0,93.0,6,282,4,0,1,0,sales,low
76.0,82.0,4,170,6,0,0,0,sales,medium
29.0,65.0,5,110,5,1,0,0,sales,low
84.0,65.0,3,269,2,0,0,0,sales,low
69.0,53.0,3,153,3,0,0,0,technical,low
40.0,46.0,2,132,3,0,1,0,technical,low
81.0,92.0,4,268,3,0,0,0,sales,low
53.0,95.0,6,205,4,0,1,0,marketing,low
42.0,48.0,5,191,5,0,0,0,RandD,medium
69.0,98.0,4,180,3,0,0,0,support,medium
50.0,77.0,3,265,3,0,0,0,IT,medium
69.0,67.0,3,178,2,0,0,0,hr,medium
21.0,38.0,3,275,5,0,0,0,support,low
37.0,46.0,2,134,3,0,1,0,product_mng,medium
45.0,46.0,2,149,3,0,1,0,sales,low
82.0,57.99999999999999,4,136,3,0,0,0,support,medium
45.0,56.99999999999999,2,134,3,0,1,0,sales,low
56.00000000000001,89.0,4,263,3,0,0,0,accounting,low
94.0,80.0,4,228,2,0,0,0,RandD,low
45.0,79.0,5,97,6,1,0,0,accounting,high
90.0,82.0,3,203,2,0,0,0,RandD,low
54.0,63.0,3,174,3,0,0,0,marketing,low
36.0,55.00000000000001,6,226,6,0,0,0,management,medium
82.0,62.0,3,152,6,0,0,0,technical,low
50.0,80.0,3,234,3,0,0,0,technical,low
50.0,65.0,5,285,6,0,0,0,management,high
72.0,65.0,4,224,3,0,0,0,support,low
84.0,86.0,3,199,3,0,0,0,IT,medium
52.0,98.0,4,265,3,0,0,0,product_mng,medium
62.0,53.0,4,147,2,0,0,0,hr,low
75.0,53.0,3,244,2,0,0,0,product_mng,low
57.99999999999999,94.0,5,274,3,0,0,0,RandD,medium
76.0,74.0,4,261,3,0,0,0,technical,medium
79.0,84.0,3,176,3,0,0,0,support,low
60.0,73.0,3,140,5,1,0,0,hr,low
63.0,65.0,4,246,6,1,0,0,sales,low
70.0,84.0,6,225,6,0,0,0,accounting,low
38.0,50.0,2,140,3,0,1,0,sales,medium
81.0,47.0,4,153,7,0,0,0,product_mng,low
70.0,80.0,4,183,2,0,0,0,support,medium
96.0,55.00000000000001,3,164,3,0,0,0,sales,medium
80.0,57.99999999999999,4,175,2,0,0,0,RandD,low
9.0,94.0,7,267,4,0,1,0,sales,medium
49.0,78.0,4,254,10,0,0,0,management,high
56.00000000000001,71.0,4,296,2,0,1,0,IT,medium
36.0,68.0,2,126,4,0,0,0,marketing,high
68.0,81.0,5,266,2,0,0,0,accounting,medium
56.00000000000001,56.00000000000001,4,195,2,0,0,0,hr,medium
64.0,71.0,5,212,2,0,0,0,technical,low
11.0,85.0,6,305,4,0,1,0,accounting,medium
97.0,56.99999999999999,3,164,10,0,0,0,management,high
50.0,95.0,3,198,4,0,0,0,accounting,low
60.0,80.0,4,253,2,0,0,0,technical,low
36.0,78.0,2,151,4,0,1,0,technical,low
9.0,83.0,6,255,4,0,1,0,sales,low
79.0,72.0,6,240,4,0,0,0,IT,low
72.0,53.0,3,151,4,0,0,0,IT,medium
91.0,97.0,4,139,3,0,0,0,support,medium
15.0,78.0,5,255,3,0,0,0,IT,high
89.0,81.0,4,228,4,0,0,0,IT,high
30.0,98.0,2,109,4,1,0,0,technical,low
42.0,56.00000000000001,2,134,3,0,1,0,support,low
77.0,92.0,5,235,5,0,1,0,IT,low
55.00000000000001,55.00000000000001,5,194,3,1,0,0,hr,low
74.0,57.99999999999999,3,241,3,0,0,0,support,low
9.0,87.0,5,263,4,0,1,0,IT,low
75.0,50.0,4,98,4,0,0,0,hr,medium
52.0,89.0,3,188,6,0,0,0,marketing,medium
39.0,56.99999999999999,2,142,3,0,1,0,accounting,medium
53.0,50.0,4,185,3,0,0,0,hr,low
97.0,55.00000000000001,5,212,6,0,0,0,sales,high
61.0,83.0,4,153,2,0,0,0,technical,low
50.0,48.0,4,269,3,0,0,0,IT,medium
49.0,93.0,4,184,3,0,0,0,technical,medium
54.0,76.0,3,183,3,0,0,0,sales,low
96.0,66.0,3,230,3,0,0,0,technical,low
93.0,62.0,4,258,3,0,0,0,sales,medium
87.0,84.0,4,264,6,0,1,0,support,low
50.0,100.0,4,258,3,0,0,0,sales,medium
43.0,55.00000000000001,2,130,3,0,1,0,support,high
70.0,55.00000000000001,3,253,2,1,0,0,accounting,low
39.0,49.0,2,142,3,0,1,0,sales,low
11.0,80.0,6,282,4,0,1,0,technical,medium
18.0,64.0,3,223,4,1,0,0,sales,low
73.0,94.0,4,262,3,0,0,0,support,low
50.0,53.0,3,121,4,0,0,0,support,low
80.0,80.0,3,271,4,0,0,0,sales,low
77.0,75.0,4,225,3,0,0,0,hr,low
93.0,66.0,4,242,4,0,0,0,support,low
87.0,64.0,2,148,6,1,0,0,marketing,medium
64.0,59.0,3,174,3,1,0,0,accounting,low
96.0,67.0,6,190,3,0,0,0,support,low
23.0,47.0,4,277,5,0,0,0,RandD,medium
90.0,92.0,5,245,5,0,1,0,sales,low
99.0,68.0,5,264,10,1,0,0,support,medium
83.0,77.0,3,171,3,0,0,0,sales,low
88.0,52.0,4,166,2,0,0,0,technical,low
55.00000000000001,88.0,3,173,3,1,0,0,technical,low
75.0,85.0,3,250,6,0,0,0,technical,medium
71.0,65.0,3,190,3,0,0,0,support,low
31.0,51.0,4,229,6,0,0,0,support,high
75.0,79.0,4,176,4,1,0,0,support,medium
48.0,86.0,5,198,4,0,0,0,technical,low
69.0,96.0,5,164,3,0,0,0,technical,low
39.0,48.0,2,151,3,0,1,0,sales,low
11.0,91.0,6,278,4,0,1,0,marketing,low
73.0,67.0,4,205,3,0,0,0,technical,low
85.0,80.0,4,219,2,0,0,0,marketing,medium
80.0,86.0,3,203,3,0,0,0,support,medium
96.0,82.0,5,164,2,0,0,0,RandD,medium
80.0,94.0,4,136,2,0,0,0,hr,medium
86.0,86.0,3,155,4,0,0,0,accounting,low
85.0,69.0,5,273,3,1,0,0,hr,low
37.0,51.0,2,153,3,0,0,0,IT,high
50.0,52.0,2,178,2,0,0,0,support,medium
53.0,51.0,4,181,3,0,0,0,support,low
40.0,48.0,2,142,3,0,1,0,support,low
73.0,91.0,3,238,2,0,0,0,technical,medium
75.0,86.0,5,260,5,0,1,0,IT,low
62.0,70.0,5,270,3,0,0,0,technical,high
68.0,56.99999999999999,5,187,4,0,0,0,technical,high
95.0,84.0,3,270,3,1,0,1,sales,medium
74.0,76.0,5,104,4,0,0,0,support,low
62.0,63.0,5,153,6,0,0,0,technical,medium
29.0,43.0,3,162,4,0,0,0,IT,medium
90.0,48.0,4,204,3,0,0,0,technical,medium
69.0,90.0,5,103,5,0,0,0,product_mng,low
39.0,46.0,2,136,3,0,1,0,support,medium
11.0,88.0,7,272,4,0,1,0,sales,medium
92.0,57.99999999999999,3,261,3,1,0,0,sales,medium
90.0,56.00000000000001,3,220,3,0,0,0,sales,low
78.0,99.0,4,255,6,0,1,0,sales,low
40.0,52.0,2,147,3,0,1,0,product_mng,medium
52.0,70.0,3,257,3,0,0,0,support,low
100.0,83.0,4,280,4,1,0,0,sales,low
82.0,49.0,4,276,4,0,0,0,support,low
70.0,72.0,2,189,3,0,0,0,sales,low
50.0,64.0,2,170,8,0,0,0,sales,low
63.0,50.0,2,230,4,0,0,0,sales,medium
52.0,82.0,2,242,3,0,0,0,sales,medium
86.0,95.0,4,238,5,0,1,0,sales,medium
40.0,67.0,3,115,3,0,0,0,accounting,medium
68.0,85.0,3,243,4,0,0,0,technical,medium
88.0,100.0,5,219,6,1,1,0,technical,low
60.0,40.0,3,146,4,1,0,0,technical,low
53.0,69.0,4,216,2,0,0,0,hr,low
42.0,75.0,3,163,2,1,0,0,sales,low
56.99999999999999,63.0,5,156,4,0,0,0,sales,medium
11.0,92.0,6,269,4,0,1,0,accounting,medium
89.0,98.0,3,220,3,0,0,0,accounting,low
87.0,88.0,5,269,5,0,1,0,technical,low
44.0,66.0,3,161,3,0,0,0,IT,medium
96.0,83.0,3,233,3,0,0,0,sales,medium
64.0,78.0,5,156,5,1,0,0,sales,low
78.0,80.0,3,256,2,0,0,0,IT,medium
56.99999999999999,75.0,4,249,10,0,0,0,product_mng,medium
77.0,68.0,3,214,8,1,0,0,management,high
74.0,54.0,5,221,3,0,0,0,technical,medium
80.0,79.0,3,217,3,0,0,0,technical,low
29.0,75.0,6,271,10,0,0,0,sales,medium
52.0,67.0,4,210,3,1,0,0,technical,low
11.0,90.0,6,264,4,0,1,0,technical,medium
56.00000000000001,88.0,4,248,2,0,0,0,sales,medium
62.0,97.0,5,180,2,0,0,0,technical,high
55.00000000000001,87.0,3,201,2,0,0,0,technical,medium
63.0,89.0,4,246,3,0,0,0,technical,medium
84.0,54.0,3,245,3,0,0,0,sales,low
59.0,64.0,5,123,2,0,0,0,product_mng,low
88.0,74.0,3,273,10,0,0,0,sales,medium
92.0,40.0,2,238,3,0,0,0,accounting,low
69.0,69.0,4,167,3,1,0,0,support,low
38.0,53.0,2,157,3,0,1,0,sales,low
87.0,48.0,5,170,3,0,0,0,sales,low
85.0,81.0,4,260,3,0,0,0,product_mng,medium
73.0,84.0,3,216,8,0,0,0,management,medium
91.0,71.0,3,171,2,0,0,0,IT,low
77.0,54.0,4,139,3,1,0,0,IT,low
49.0,49.0,4,212,7,0,0,0,product_mng,medium
92.0,64.0,4,190,10,1,0,0,management,low
82.0,78.0,5,166,2,0,0,0,technical,high
84.0,62.0,4,152,3,0,0,0,technical,medium
69.0,56.00000000000001,4,149,3,0,0,0,IT,medium
84.0,100.0,5,242,5,0,1,0,sales,low
83.0,56.00000000000001,4,165,2,0,0,0,technical,low
10.0,92.0,7,273,4,0,1,0,technical,medium
36.0,48.0,2,137,3,0,1,0,technical,low
11.0,89.0,6,306,4,0,1,0,technical,low
80.0,90.0,5,267,5,0,1,0,technical,medium
78.0,56.99999999999999,4,264,3,0,0,0,sales,high
55.00000000000001,68.0,3,178,3,1,0,0,technical,high
57.99999999999999,84.0,4,206,7,0,0,1,management,high
75.0,70.0,4,144,4,0,0,0,technical,high
43.0,56.00000000000001,2,158,3,0,1,0,IT,low
52.0,57.99999999999999,3,203,2,0,0,0,RandD,medium
72.0,64.0,3,231,2,0,0,0,accounting,medium
41.0,55.00000000000001,2,154,3,0,1,0,support,low
81.0,51.0,3,247,2,0,0,0,support,medium
57.99999999999999,62.0,5,184,3,0,0,0,hr,low
67.0,90.0,5,171,3,0,0,0,sales,medium
10.0,92.0,6,258,4,0,1,0,technical,low
86.0,84.0,5,222,5,0,1,0,IT,low
59.0,66.0,3,166,3,1,0,0,management,low
99.0,84.0,5,138,2,0,0,0,IT,medium
37.0,54.0,2,157,3,0,1,0,support,low
11.0,96.0,7,277,5,0,1,0,sales,low
69.0,80.0,3,177,4,0,0,0,sales,low
56.99999999999999,96.0,4,257,3,0,0,0,sales,medium
77.0,61.0,5,146,3,0,0,0,support,low
14.000000000000002,89.0,3,212,6,0,0,0,accounting,low
70.0,66.0,4,168,3,0,0,0,technical,low
48.0,84.0,4,186,7,0,0,1,management,medium
37.0,63.0,4,153,3,1,0,0,sales,medium
73.0,56.00000000000001,3,245,8,0,0,0,sales,medium
62.0,64.0,4,142,2,0,0,0,technical,low
60.0,62.0,3,135,2,0,0,0,sales,medium
23.0,88.0,5,238,6,0,0,0,RandD,medium
59.0,97.0,3,257,3,0,0,0,marketing,low
56.99999999999999,70.0,3,210,2,0,0,0,support,medium
62.0,77.0,3,204,4,0,0,0,sales,high
64.0,55.00000000000001,3,246,2,0,0,1,marketing,high
54.0,91.0,3,151,3,0,0,0,product_mng,medium
18.0,49.0,5,250,5,1,0,0,RandD,medium
43.0,51.0,2,140,3,0,1,0,sales,low
76.0,72.0,3,275,4,1,0,0,sales,medium
11.0,82.0,7,285,4,0,1,0,IT,medium
57.99999999999999,62.0,3,182,3,0,0,0,technical,medium
77.0,87.0,3,275,4,1,0,0,support,medium
92.0,87.0,4,226,6,1,1,0,technical,medium
55.00000000000001,98.0,4,185,2,1,0,0,marketing,low
50.0,49.0,3,180,3,1,0,0,marketing,low
82.0,57.99999999999999,5,263,8,0,0,0,IT,medium
24.0,88.0,5,199,5,1,0,0,sales,medium
11.0,84.0,6,300,5,1,1,0,support,low
56.00000000000001,66.0,5,155,2,0,0,0,sales,medium
63.0,93.0,4,201,3,0,0,0,IT,low
62.0,68.0,3,253,5,1,0,0,RandD,low
76.0,50.0,3,156,3,1,0,0,support,medium
48.0,85.0,3,279,4,0,0,0,IT,low
10.0,93.0,6,243,4,0,1,0,product_mng,low
73.0,93.0,5,162,4,0,1,0,technical,low
67.0,67.0,4,192,4,0,0,0,IT,low
10.0,86.0,6,283,4,0,1,0,support,low
88.0,91.0,4,233,4,0,0,0,technical,high
89.0,100.0,4,217,5,0,1,0,sales,medium
29.0,75.0,6,271,10,0,0,0,sales,medium
37.0,46.0,2,157,3,0,1,0,IT,low
74.0,79.0,5,121,5,0,0,1,management,high
11.0,93.0,7,308,4,0,1,0,IT,medium
93.0,92.0,5,189,2,0,0,0,RandD,low
40.0,52.0,2,155,3,0,1,0,marketing,low
81.0,86.0,4,213,3,0,0,0,support,low
49.0,54.0,3,145,3,0,0,0,product_mng,high
95.0,84.0,3,240,7,0,0,0,sales,medium
38.0,47.0,2,144,3,0,1,0,support,low
70.0,70.0,3,162,8,0,0,0,RandD,high
57.99999999999999,77.0,5,272,2,1,0,0,technical,low
81.0,52.0,3,255,5,0,0,0,IT,medium
82.0,87.0,5,273,6,0,0,0,support,medium
11.0,95.0,7,300,4,0,1,0,management,medium
89.0,74.0,4,174,2,0,0,0,sales,low
43.0,48.0,2,144,3,0,1,0,sales,low
45.0,56.99999999999999,2,158,3,0,1,0,sales,low
50.0,74.0,4,165,2,1,0,0,sales,medium
10.0,55.00000000000001,2,247,4,0,1,0,sales,medium
100.0,61.0,5,264,3,0,0,0,RandD,medium
72.0,65.0,5,151,3,0,0,0,sales,medium
40.0,72.0,3,139,2,0,0,0,support,medium
